motor torque
14.3
5
6.9
0.1
37.4
19.2
14.3
13.1
24.7
37.4
37.4
37.4
37.4
28
37.4
17.4
37.4
37.4
37.4
37.4
37.4
37.4
9.4
37.4
37.4
37.4
9.3
14.5
37.4
37.4
37.4
4.4
16.3
37.4
37.4
37.4
37.4
7.4
37.4
35.9
37.4
37.4
37.4
37.4
8.7
37.4
26.6
37.4
17.4
6
0.3
9.7
24.3
37.4
31.3
37.4
9.6
8.1
1.2
12.8
11.2
6.7
20.8
16.5
0.9
11.8
3.1
4.3
8.1
24
34
37.4
6.8
37.4
17.4
19.2
37.4
37.4
37.4
37.4
12
1.2
